exchange_trade_id,config_file_path,strategy,market,symbol,base_asset,quote_asset,timestamp,order_id,trade_type,order_type,price,amount,leverage,trade_fee,trade_fee_in_quote,position,age
12625774,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698538569000,x-3QreWesySSIUT608cfd413063096f4,SELL,MARKET,0.1100000,272,10,"{'fee_type': 'DeductedFromReturns', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.01496000'}]}",0.01496000,CLOSE,n/a
12626144,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698539050000,x-3QreWesyBSIUT608cff0c882e196f4,BUY,MARKET,0.1099000,273,10,"{'fee_type': 'DeductedFromReturns', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.01500135'}]}",0.01500135,CLOSE,00:00:00
12626171,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698539117000,x-3QreWesyBSIUT608cfe7f89bf596f4,BUY,LIMIT,0.1097000,272,10,"{'fee_type': 'AddedToCost', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.00596768'}]}",0.00596768,OPEN,00:03:34
12626400,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698539432000,x-3QreWesySSIUT608d0077f434496f4,SELL,MARKET,0.1100000,272,10,"{'fee_type': 'DeductedFromReturns', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.01496000'}]}",0.01496000,CLOSE,00:00:00
12626933,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698540146000,x-3QreWesySSIUT608d02aa7925896f4,SELL,LIMIT,0.1102000,273,10,"{'fee_type': 'AddedToCost', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.00601692'}]}",0.00601692,OPEN,00:02:05
12627499,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698540789000,x-3QreWesyBSIUT608d0540d8b3796f4,BUY,LIMIT,0.1101000,271,10,"{'fee_type': 'AddedToCost', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.00596742'}]}",0.00596742,OPEN,00:01:13
12627821,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698541046000,x-3QreWesyBSIUT608d067b77f2896f4,BUY,MARKET,0.1100000,273,10,"{'fee_type': 'DeductedFromReturns', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.01501500'}]}",0.01501500,CLOSE,00:00:00
12631116,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698542621000,x-3QreWesyBSIUT608d0c5947d2e96f4,BUY,MARKET,0.1079000,138,10,"{'fee_type': 'DeductedFromReturns', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.00744510'}]}",0.00744510,CLOSE,00:00:00
12632299,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698543415000,x-3QreWesySSIUT608d0ec79b1f296f4,SELL,LIMIT,0.1091000,138,10,"{'fee_type': 'AddedToCost', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.00301116'}]}",0.00301116,OPEN,00:02:22
12633407,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698545120000,x-3QreWesyBSIUT608d15a86ccf496f4,BUY,MARKET,0.1086000,138,10,"{'fee_type': 'DeductedFromReturns', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.00749340'}]}",0.00749340,CLOSE,00:00:00
